nodes_active,nodes_removed,nodes_merged,nodes_w_parents,nodes_w_children,edges
16,324,0,16,0,0
16,325,0,16,0,0
16,325,0,16,0,0
16,325,0,16,0,0
16,325,0,16,0,0
16,326,0,16,0,0
16,326,0,16,0,0
16,326,0,16,0,0
16,327,0,16,0,0
16,327,0,16,0,0
16,327,0,16,0,0
16,327,0,16,0,0
16,328,0,16,0,0
16,329,0,16,0,0
16,329,0,16,0,0
16,329,0,16,0,0
16,329,0,16,0,0
16,329,0,16,0,0
16,329,0,16,0,0
16,329,0,16,0,0
16,329,0,16,0,0
16,329,0,16,0,0
16,329,0,16,0,0
16,330,0,16,0,0
16,330,0,16,0,0
16,330,0,16,0,0
16,330,0,16,0,0
16,330,0,16,0,0
16,331,0,16,0,0
16,331,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,332,0,16,0,0
16,333,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,334,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
16,335,0,16,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,336,0,15,0,0
15,337,0,15,0,0
15,338,0,15,0,0
15,339,0,15,0,0
15,340,0,15,0,0
15,340,0,15,0,0
15,340,0,15,0,0
15,340,0,15,0,0
16,341,0,16,0,0
15,343,0,15,0,0
16,344,0,16,0,0
15,346,0,15,0,0
15,347,0,15,0,0
16,347,0,16,0,0
16,349,0,16,0,0
15,351,0,15,0,0
15,352,0,15,0,0
16,353,0,16,0,0
16,356,0,16,0,0
16,358,0,16,0,0
16,361,0,16,0,0
16,363,0,16,0,0
16,365,0,16,0,0
16,367,0,16,0,0
16,369,0,16,0,0
16,371,0,16,0,0
17,374,0,17,0,0
17,377,0,17,0,0
17,381,0,17,0,0
17,384,0,17,0,0
17,388,0,17,0,0
15,391,0,15,0,0
16,391,0,16,0,0
16,393,0,16,0,0
15,395,0,15,0,0
15,395,0,15,0,0
15,395,0,15,0,0
15,395,0,15,0,0
15,396,0,15,0,0
15,396,0,15,0,0
15,396,0,15,0,0
15,397,0,15,0,0
15,398,0,15,0,0
15,398,0,15,0,0
15,398,0,15,0,0
15,398,0,15,0,0
15,399,0,15,0,0
15,400,0,15,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
14,401,0,14,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
13,402,0,13,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
12,403,0,12,0,0
